Street Name,Latitude,Longitude,Safety Rating,Number of Crimes,Street Type,Traffic Level,Lighting Quality,CCTV Coverage,Distance to Nearest Police Station (km),Pedestrian Activity,Nearby Public Spaces,Crime Severity Index,Police Patrolling Frequency,Most Common Crime Types
Bannerghatta Road 2627,12.973919,77.590016,1,46,Industrial,High,Good,Medium,1.1,Moderate,Market,3.5,Occasional,Theft
Jayanagar 4th Block 2628,12.988624,77.66449,3,20,Residential,Moderate,Good,High,1.2,High,Mall,5.1,Rare,Assault
Commercial Street 2629,12.891328,77.521346,3,26,Mixed-use,High,Poor,High,4.7,Moderate,Mall,3.1,Occasional,Theft
HSR Layout 2630,12.861928,77.678762,1,19,Commercial,High,Poor,Medium,0.6,Low,None,2.9,Frequent,Theft
BTM Layout 2631,12.882785,77.644466,3,8,Industrial,High,Moderate,Low,2.2,Low,Market,5.8,Occasional,Harassment
Church Street 2632,12.872059,77.554704,1,48,Residential,High,Moderate,Medium,4.7,High,Market,9.4,Frequent,Assault
HSR Layout 2633,12.898478,77.524073,5,32,Industrial,Low,Poor,High,2.5,Low,Mall,4.9,Rare,Theft
HSR Layout 2634,12.859416,77.601658,5,28,Commercial,Low,Moderate,Medium,2.1,Moderate,Playground,7.4,Rare,Theft
Bannerghatta Road 2635,12.966746,77.541333,5,37,Residential,Moderate,Moderate,Medium,3.9,High,Market,3.0,Frequent,Robbery
Bannerghatta Road 2636,12.874052,77.576322,2,6,Industrial,Low,Good,High,1.7,Moderate,Market,6.5,Occasional,Theft
MG Road 2637,12.8726,77.57093,4,1,Commercial,Moderate,Moderate,High,4.5,Moderate,None,2.2,Frequent,Vandalism
Indiranagar 100 Feet Road 2638,12.973418,77.537281,3,37,Residential,Low,Moderate,Medium,2.3,High,Mall,1.9,Frequent,Harassment
BTM Layout 2639,12.90565,77.650183,1,38,Industrial,Low,Moderate,Low,1.0,High,Playground,5.8,Occasional,Vandalism
Bannerghatta Road 2640,12.925478,77.669371,3,50,Industrial,High,Moderate,Low,1.4,Moderate,None,1.3,Occasional,Assault
Commercial Street 2641,12.951491,77.625151,1,33,Commercial,Low,Poor,Medium,1.4,Moderate,Mall,1.5,Rare,Robbery
Whitefield Main Road 2642,12.999206,77.693819,4,0,Residential,Low,Moderate,Low,1.5,Moderate,Market,9.3,Frequent,Theft
Church Street 2643,12.990275,77.680498,5,43,Industrial,Low,Good,Medium,2.4,High,Playground,6.9,Rare,Harassment
Koramangala 1st Block 2644,12.987078,77.595912,3,43,Residential,Low,Poor,High,2.0,Moderate,Playground,9.2,Occasional,Harassment
Whitefield Main Road 2645,12.900783,77.650021,5,42,Commercial,High,Poor,Medium,4.6,Low,None,7.3,Occasional,Harassment
Jayanagar 4th Block 2646,12.96745,77.545501,3,45,Mixed-use,High,Poor,High,2.0,High,None,2.7,Rare,Vandalism
Church Street 2647,12.926297,77.571299,5,49,Industrial,High,Good,Medium,1.5,High,Park,8.8,Occasional,Harassment
Church Street 2648,12.859363,77.530323,3,3,Commercial,Moderate,Poor,Low,2.2,High,Playground,9.7,Occasional,Harassment
Jayanagar 4th Block 2649,12.99639,77.698484,3,32,Commercial,High,Poor,Medium,3.2,Low,Playground,1.7,Frequent,Vandalism
Brigade Road 2650,12.861828,77.693422,1,18,Industrial,Moderate,Poor,High,4.5,High,Mall,4.1,Occasional,Assault
Church Street 2651,12.979496,77.604007,4,16,Commercial,Low,Poor,High,4.5,Low,Market,1.5,Rare,Harassment
BTM Layout 2652,12.948279,77.525038,1,27,Industrial,Low,Poor,High,0.5,Moderate,Market,5.9,Rare,Harassment
Church Street 2653,12.862023,77.588192,2,40,Residential,Moderate,Poor,Low,3.2,Moderate,Playground,8.4,Rare,Vandalism
Church Street 2654,12.89315,77.508099,1,35,Mixed-use,Low,Moderate,High,3.7,High,None,2.4,Frequent,Vandalism
BTM Layout 2655,12.933401,77.551422,5,11,Industrial,Moderate,Good,Medium,0.8,High,Market,6.6,Rare,Vandalism
Church Street 2656,12.974139,77.598693,5,1,Residential,Low,Poor,Medium,1.4,Low,Market,4.0,Rare,Harassment
Jayanagar 4th Block 2657,12.987114,77.56667,3,18,Residential,Moderate,Good,Low,0.8,Moderate,Park,1.3,Frequent,Assault
Bannerghatta Road 2658,12.949485,77.647179,5,4,Commercial,Low,Good,Low,1.4,High,None,8.6,Frequent,Theft
Koramangala 1st Block 2659,12.916522,77.616928,1,8,Residential,Moderate,Good,High,4.8,High,Playground,1.3,Rare,Theft
Commercial Street 2660,12.944133,77.682995,1,28,Industrial,Low,Moderate,Medium,4.0,High,Mall,9.6,Occasional,Harassment
Indiranagar 100 Feet Road 2661,12.998081,77.540223,2,34,Commercial,Low,Moderate,Medium,3.6,High,Mall,9.1,Occasional,Assault
Commercial Street 2662,12.922731,77.542182,5,43,Residential,Moderate,Good,Medium,3.1,Moderate,Playground,9.7,Frequent,Vandalism
Brigade Road 2663,12.993561,77.69934,5,39,Mixed-use,Low,Moderate,High,4.2,Moderate,Playground,6.7,Rare,Assault
MG Road 2664,12.942349,77.544144,3,33,Mixed-use,Low,Poor,Low,3.1,Moderate,Playground,4.9,Occasional,Vandalism
BTM Layout 2665,12.978443,77.613788,5,35,Residential,Moderate,Moderate,Low,2.3,Low,Playground,2.1,Frequent,Vandalism
MG Road 2666,12.938033,77.641518,5,36,Industrial,Moderate,Poor,High,3.1,High,Park,9.2,Occasional,Theft
Church Street 2667,12.86763,77.630307,5,41,Residential,Moderate,Good,Medium,3.4,Moderate,None,9.3,Frequent,Theft
Church Street 2668,12.967313,77.528015,1,41,Commercial,Low,Poor,High,2.8,Moderate,Market,4.3,Rare,Robbery
BTM Layout 2669,12.901811,77.527196,5,26,Commercial,Low,Poor,Low,3.2,High,Market,6.5,Occasional,Theft
HSR Layout 2670,12.913839,77.596449,5,50,Mixed-use,Moderate,Good,High,1.7,High,Market,7.0,Occasional,Harassment
Brigade Road 2671,12.90392,77.681706,3,40,Residential,High,Moderate,Medium,3.5,Low,Playground,3.1,Occasional,Assault
Indiranagar 100 Feet Road 2672,12.948403,77.623372,2,14,Industrial,Low,Moderate,Low,3.0,Low,Park,8.0,Rare,Robbery
Jayanagar 4th Block 2673,12.873679,77.514588,1,12,Commercial,Low,Moderate,Low,1.4,High,Mall,8.5,Frequent,Vandalism
Bannerghatta Road 2674,12.976684,77.501624,5,12,Industrial,Low,Poor,Medium,4.3,Moderate,Park,3.1,Frequent,Robbery
Brigade Road 2675,12.969239,77.529792,3,12,Industrial,Moderate,Poor,High,2.6,Moderate,None,8.4,Frequent,Vandalism
Bannerghatta Road 2676,12.884056,77.529154,5,27,Industrial,High,Good,Medium,2.6,High,Mall,6.1,Frequent,Assault
MG Road 2677,12.962411,77.547419,2,32,Residential,High,Poor,Low,2.9,Low,Playground,9.2,Rare,Vandalism
BTM Layout 2678,12.875926,77.646648,4,19,Commercial,Moderate,Good,High,2.7,Moderate,None,8.4,Occasional,Assault
Church Street 2679,12.946763,77.510847,1,11,Commercial,Moderate,Good,Medium,2.0,Moderate,Playground,2.4,Rare,Robbery
Whitefield Main Road 2680,12.865042,77.640229,1,8,Mixed-use,Moderate,Poor,Medium,1.2,Moderate,None,6.4,Rare,Robbery
Bannerghatta Road 2681,12.882392,77.555249,5,43,Industrial,Moderate,Moderate,Low,2.2,Moderate,Park,3.4,Occasional,Vandalism
Brigade Road 2682,12.851008,77.615083,2,44,Residential,High,Moderate,Low,3.1,High,Mall,1.8,Occasional,Theft
Commercial Street 2683,12.932023,77.669725,2,2,Commercial,High,Good,Low,2.7,Moderate,Playground,6.6,Occasional,Theft
Bannerghatta Road 2684,12.908404,77.656416,4,37,Commercial,Low,Moderate,Medium,1.0,High,Park,9.7,Occasional,Vandalism
HSR Layout 2685,12.992964,77.665278,1,8,Residential,Moderate,Moderate,Low,2.5,Low,Mall,8.2,Occasional,Vandalism
Bannerghatta Road 2686,12.93057,77.693844,2,5,Residential,Low,Good,Low,2.9,Moderate,None,3.0,Occasional,Theft
Brigade Road 2687,12.98279,77.566643,2,10,Commercial,Moderate,Good,High,3.8,Low,Market,3.6,Frequent,Vandalism
Koramangala 1st Block 2688,12.908701,77.626582,2,9,Commercial,Moderate,Poor,Medium,0.6,Low,Playground,1.2,Occasional,Harassment
Indiranagar 100 Feet Road 2689,12.967567,77.516815,3,38,Commercial,Moderate,Poor,High,4.2,High,Market,6.6,Occasional,Assault
Commercial Street 2690,12.927944,77.537282,3,31,Commercial,High,Poor,Low,3.7,Low,Market,5.1,Frequent,Vandalism
Jayanagar 4th Block 2691,12.962077,77.6388,4,1,Mixed-use,High,Good,Medium,4.7,High,None,10.0,Rare,Harassment
Brigade Road 2692,12.930623,77.577552,2,7,Industrial,Low,Moderate,Medium,1.9,High,Mall,7.9,Rare,Vandalism
BTM Layout 2693,12.912497,77.58082,4,2,Industrial,Low,Good,Medium,1.6,Low,Park,5.1,Rare,Assault
Church Street 2694,12.945985,77.519453,2,23,Mixed-use,High,Moderate,Low,1.0,High,Market,7.6,Frequent,Harassment
Bannerghatta Road 2695,12.933785,77.565214,3,26,Residential,Low,Good,Low,2.7,High,Park,8.8,Rare,Vandalism
Jayanagar 4th Block 2696,12.87254,77.523998,4,31,Industrial,High,Poor,High,4.6,Moderate,Park,9.2,Rare,Assault
Indiranagar 100 Feet Road 2697,12.873674,77.599337,1,4,Commercial,Low,Poor,Low,1.7,Low,Mall,8.3,Rare,Theft
Brigade Road 2698,12.866285,77.684114,3,17,Mixed-use,Low,Good,Low,1.9,High,Market,9.5,Rare,Vandalism
Bannerghatta Road 2699,12.976245,77.638149,5,10,Mixed-use,Moderate,Good,Medium,0.7,Low,None,6.7,Frequent,Robbery
Bannerghatta Road 2700,12.889019,77.615513,4,15,Mixed-use,Low,Good,Medium,3.1,High,Market,1.9,Occasional,Assault
Koramangala 1st Block 2701,12.944542,77.581287,2,26,Industrial,Moderate,Poor,Medium,4.1,High,Mall,5.4,Frequent,Assault
Koramangala 1st Block 2702,12.980709,77.679954,1,32,Industrial,Moderate,Good,Medium,4.3,Moderate,Park,6.4,Rare,Robbery
Indiranagar 100 Feet Road 2703,12.868978,77.699414,2,49,Mixed-use,Low,Moderate,Low,4.1,Low,Market,6.9,Frequent,Vandalism
Jayanagar 4th Block 2704,12.882585,77.693936,1,20,Commercial,Low,Good,Medium,4.0,High,Park,9.2,Frequent,Assault
Indiranagar 100 Feet Road 2705,12.895336,77.534405,1,5,Industrial,Low,Moderate,High,3.5,High,None,9.4,Frequent,Assault
HSR Layout 2706,12.85842,77.600194,2,42,Mixed-use,Low,Poor,Low,3.9,High,Park,1.2,Occasional,Robbery
HSR Layout 2707,12.88146,77.573179,2,11,Residential,Low,Good,High,3.3,Low,None,7.1,Frequent,Theft
Koramangala 1st Block 2708,12.90547,77.594703,5,32,Mixed-use,High,Poor,Low,1.8,Moderate,Mall,3.3,Rare,Harassment
MG Road 2709,12.897719,77.662464,3,30,Industrial,High,Moderate,Low,2.9,Moderate,Park,8.4,Frequent,Assault
HSR Layout 2710,12.872843,77.559081,5,6,Mixed-use,Moderate,Moderate,Medium,1.7,Moderate,Mall,6.7,Frequent,Assault
Commercial Street 2711,12.910943,77.542707,5,29,Industrial,Low,Poor,Medium,2.7,High,Park,2.9,Occasional,Assault
Koramangala 1st Block 2712,12.885554,77.569365,2,20,Commercial,Moderate,Good,Low,0.9,High,Park,3.5,Frequent,Assault
Commercial Street 2713,12.972664,77.698934,4,41,Residential,High,Good,Medium,1.6,High,Market,8.4,Rare,Assault
MG Road 2714,12.960264,77.581602,2,14,Commercial,High,Moderate,High,3.6,Low,None,3.1,Occasional,Theft
Bannerghatta Road 2715,12.969493,77.619645,2,21,Mixed-use,Moderate,Good,Medium,4.7,High,None,4.2,Occasional,Harassment
HSR Layout 2716,12.926957,77.567544,2,8,Commercial,High,Poor,High,2.9,Moderate,Park,5.4,Occasional,Theft
Jayanagar 4th Block 2717,12.909914,77.593342,2,44,Commercial,High,Good,High,0.9,Moderate,Playground,6.8,Rare,Vandalism
Whitefield Main Road 2718,12.940209,77.636733,2,17,Mixed-use,High,Poor,Medium,4.2,High,Playground,5.1,Frequent,Robbery
Jayanagar 4th Block 2719,12.881688,77.60595,1,44,Mixed-use,High,Good,Medium,2.1,Moderate,None,6.2,Rare,Theft
Brigade Road 2720,12.852139,77.593446,3,38,Industrial,Low,Good,Low,4.6,Moderate,Park,8.7,Occasional,Theft
BTM Layout 2721,12.982834,77.644169,2,18,Mixed-use,Moderate,Moderate,Medium,3.0,Moderate,Mall,4.1,Frequent,Assault
Bannerghatta Road 2722,12.97675,77.538724,2,19,Commercial,High,Poor,High,4.9,Moderate,None,7.0,Rare,Assault
BTM Layout 2723,12.874914,77.649826,1,49,Mixed-use,Low,Good,Low,1.6,Low,None,1.6,Frequent,Vandalism
Koramangala 1st Block 2724,12.874782,77.632602,1,28,Industrial,High,Good,Low,1.4,High,None,9.4,Frequent,Harassment
Indiranagar 100 Feet Road 2725,12.935763,77.580531,1,18,Residential,High,Good,Medium,2.0,Moderate,Park,2.0,Frequent,Theft
Whitefield Main Road 2726,12.910255,77.528619,4,8,Residential,High,Poor,High,0.7,High,Park,7.8,Occasional,Assault
HSR Layout 2727,12.987805,77.540472,1,7,Commercial,High,Good,Medium,3.3,Moderate,Playground,7.8,Occasional,Robbery
Indiranagar 100 Feet Road 2728,12.946064,77.513634,4,13,Mixed-use,High,Moderate,Low,3.7,High,Market,9.1,Occasional,Harassment
Indiranagar 100 Feet Road 2729,12.976363,77.680357,5,13,Commercial,Moderate,Poor,Medium,2.9,Low,Park,7.3,Frequent,Assault
Church Street 2730,12.9943,77.656128,3,3,Mixed-use,High,Moderate,Low,1.8,Low,Park,5.8,Frequent,Assault
Jayanagar 4th Block 2731,12.99973,77.589505,1,16,Commercial,High,Moderate,Medium,3.4,Low,Mall,1.5,Rare,Harassment
Koramangala 1st Block 2732,12.979947,77.62856,2,32,Mixed-use,Moderate,Good,Low,0.5,High,Market,6.2,Rare,Assault
Brigade Road 2733,12.919523,77.631674,5,9,Commercial,High,Poor,High,1.9,High,Park,9.7,Rare,Theft
Koramangala 1st Block 2734,12.947841,77.537183,3,50,Mixed-use,Moderate,Poor,Low,3.7,Low,Mall,6.7,Rare,Harassment
Whitefield Main Road 2735,12.910636,77.660968,3,12,Industrial,Low,Poor,Low,2.1,Moderate,Park,8.3,Occasional,Harassment
HSR Layout 2736,12.877675,77.557874,5,45,Mixed-use,Moderate,Poor,Medium,2.0,Moderate,None,7.6,Occasional,Assault
Church Street 2737,12.937845,77.52358,2,29,Industrial,Low,Poor,High,2.3,Low,Mall,6.2,Rare,Theft
Bannerghatta Road 2738,12.977658,77.623267,1,19,Commercial,Moderate,Poor,High,3.9,Moderate,Mall,1.3,Rare,Assault
Bannerghatta Road 2739,12.891609,77.562442,2,48,Residential,High,Moderate,High,4.5,High,Playground,7.1,Frequent,Harassment
Bannerghatta Road 2740,12.914919,77.642604,3,33,Residential,High,Good,Low,1.3,Low,Playground,8.9,Frequent,Robbery
Brigade Road 2741,12.852972,77.675915,5,7,Industrial,Low,Moderate,Low,4.3,Low,Market,2.1,Frequent,Harassment
BTM Layout 2742,12.954201,77.565026,2,18,Industrial,Moderate,Poor,Medium,2.9,Moderate,Playground,5.1,Rare,Harassment
MG Road 2743,12.85563,77.520507,1,25,Industrial,Moderate,Moderate,Medium,4.6,Low,None,9.9,Occasional,Assault
Bannerghatta Road 2744,12.973808,77.692415,1,4,Industrial,Low,Moderate,High,1.8,High,Mall,6.8,Occasional,Vandalism
Koramangala 1st Block 2745,12.998468,77.547798,5,45,Commercial,High,Good,Low,3.5,Low,Market,8.4,Frequent,Vandalism
Whitefield Main Road 2746,12.968727,77.536875,2,24,Residential,Moderate,Poor,Low,1.3,High,Mall,5.6,Frequent,Vandalism
Commercial Street 2747,12.969156,77.565606,1,6,Mixed-use,Moderate,Good,Low,3.5,Moderate,Mall,4.2,Occasional,Theft
Brigade Road 2748,12.996188,77.685048,3,6,Commercial,High,Good,Medium,0.6,High,Mall,8.0,Occasional,Assault
Indiranagar 100 Feet Road 2749,12.853923,77.544757,3,15,Residential,Low,Poor,Medium,4.6,High,Market,1.8,Rare,Theft
Commercial Street 2750,12.880931,77.692976,3,48,Industrial,High,Moderate,Medium,1.5,High,Playground,7.5,Frequent,Vandalism
HSR Layout 2751,12.86761,77.576755,3,10,Commercial,Moderate,Poor,Low,2.0,Moderate,Market,9.6,Occasional,Vandalism
BTM Layout 2752,12.959564,77.576295,5,48,Commercial,High,Moderate,Medium,1.4,Moderate,Park,3.8,Occasional,Robbery
Church Street 2753,12.919027,77.680444,3,12,Commercial,High,Moderate,Low,1.9,Moderate,Playground,2.5,Occasional,Theft
Jayanagar 4th Block 2754,12.948903,77.540705,4,10,Residential,High,Moderate,Low,3.2,High,Mall,4.0,Occasional,Theft
Jayanagar 4th Block 2755,12.852754,77.608478,1,47,Industrial,Low,Moderate,Medium,1.7,Moderate,Park,2.4,Occasional,Robbery
Bannerghatta Road 2756,12.946503,77.557943,1,28,Industrial,Low,Moderate,Low,4.0,High,Mall,4.8,Rare,Assault
MG Road 2757,12.938462,77.641257,5,0,Residential,Low,Moderate,Low,3.1,High,Playground,8.7,Frequent,Harassment
Jayanagar 4th Block 2758,12.96134,77.577295,3,49,Residential,High,Good,Medium,4.2,High,None,6.2,Frequent,Harassment
BTM Layout 2759,12.864613,77.647803,1,28,Mixed-use,Low,Moderate,Low,4.8,Low,Playground,9.1,Occasional,Assault
HSR Layout 2760,12.858669,77.548725,4,49,Industrial,Low,Moderate,Low,1.5,Low,None,8.2,Rare,Vandalism
Whitefield Main Road 2761,12.995965,77.664638,3,26,Commercial,Moderate,Moderate,Low,3.3,Low,Playground,2.9,Occasional,Harassment
MG Road 2762,12.938865,77.542248,1,45,Industrial,Moderate,Good,High,2.0,High,Mall,6.3,Frequent,Theft
MG Road 2763,12.981786,77.555514,1,19,Mixed-use,High,Poor,Low,4.3,Low,Playground,7.2,Occasional,Theft
Brigade Road 2764,12.981737,77.637401,3,18,Mixed-use,High,Good,High,4.9,Low,Mall,3.1,Rare,Assault
Jayanagar 4th Block 2765,12.964854,77.679693,3,33,Residential,High,Moderate,High,4.0,Moderate,Mall,7.4,Rare,Harassment
HSR Layout 2766,12.941324,77.594658,3,23,Industrial,High,Poor,Low,4.9,High,Park,9.7,Rare,Harassment
MG Road 2767,12.991324,77.504376,1,25,Industrial,Moderate,Good,High,1.2,Low,None,6.4,Occasional,Theft
Church Street 2768,12.931149,77.592649,4,47,Commercial,Moderate,Moderate,Low,3.3,Low,Park,5.8,Rare,Harassment
BTM Layout 2769,12.896688,77.583365,4,31,Residential,Moderate,Poor,Low,0.6,Moderate,Market,7.0,Occasional,Robbery
Church Street 2770,12.918086,77.676405,5,48,Residential,Low,Poor,Low,0.8,Moderate,Park,7.6,Frequent,Robbery
HSR Layout 2771,12.975208,77.67195,5,2,Mixed-use,High,Moderate,Low,2.1,Low,None,1.4,Rare,Harassment
Bannerghatta Road 2772,12.860432,77.625048,1,15,Residential,High,Good,Medium,1.6,Moderate,Park,5.8,Rare,Vandalism
Bannerghatta Road 2773,12.927882,77.659329,5,13,Industrial,Low,Poor,Medium,2.2,High,Market,2.2,Rare,Robbery
Brigade Road 2774,12.866228,77.584081,1,49,Industrial,Low,Good,High,3.3,Low,Market,2.0,Rare,Assault
Commercial Street 2775,12.86162,77.566457,4,13,Industrial,Low,Good,High,4.8,Moderate,Mall,1.4,Rare,Robbery
MG Road 2776,12.999441,77.564944,5,21,Commercial,Moderate,Poor,High,2.6,High,Mall,8.2,Occasional,Harassment
HSR Layout 2777,12.9396,77.567651,5,8,Residential,Moderate,Moderate,Low,4.9,Low,Market,5.7,Rare,Harassment
Brigade Road 2778,12.890061,77.66973,5,14,Mixed-use,High,Poor,Medium,3.5,High,None,3.3,Rare,Robbery
MG Road 2779,12.851024,77.524093,5,19,Residential,Moderate,Moderate,High,3.5,Moderate,None,9.3,Frequent,Theft
Whitefield Main Road 2780,12.950834,77.533743,2,29,Industrial,High,Good,Low,3.0,Low,Mall,1.1,Occasional,Harassment
Bannerghatta Road 2781,12.886162,77.572877,2,22,Commercial,High,Moderate,High,1.5,Moderate,Market,5.8,Rare,Harassment
Whitefield Main Road 2782,12.927082,77.653828,3,26,Mixed-use,High,Poor,Medium,4.9,Moderate,Playground,8.2,Rare,Harassment
HSR Layout 2783,12.905165,77.550207,5,1,Mixed-use,Low,Good,High,1.7,Low,Market,2.9,Occasional,Assault
Bannerghatta Road 2784,12.907328,77.537229,5,16,Mixed-use,Moderate,Poor,Low,0.8,Low,Park,5.2,Frequent,Theft
BTM Layout 2785,12.885091,77.587698,5,12,Mixed-use,Moderate,Good,Low,4.1,Moderate,None,1.2,Rare,Assault
Indiranagar 100 Feet Road 2786,12.98497,77.529802,5,22,Mixed-use,Low,Poor,Low,4.1,High,Mall,6.1,Frequent,Harassment
Indiranagar 100 Feet Road 2787,12.875955,77.516476,2,12,Residential,High,Good,High,1.7,Moderate,Park,2.2,Occasional,Theft
Church Street 2788,12.871153,77.612537,2,8,Residential,Moderate,Good,High,4.5,Low,Park,7.5,Rare,Harassment
Church Street 2789,12.915718,77.620686,3,42,Mixed-use,Low,Good,Low,0.7,Moderate,Mall,2.6,Occasional,Robbery
Jayanagar 4th Block 2790,12.920595,77.571662,5,46,Mixed-use,Low,Moderate,High,2.3,High,None,8.8,Frequent,Robbery
BTM Layout 2791,12.92415,77.614236,1,35,Residential,High,Moderate,Low,1.1,High,Park,2.1,Occasional,Vandalism
Indiranagar 100 Feet Road 2792,12.866934,77.667873,1,28,Residential,High,Moderate,High,0.8,Low,Market,1.0,Occasional,Harassment
Jayanagar 4th Block 2793,12.863338,77.648706,3,45,Residential,Moderate,Moderate,Medium,1.6,High,Park,5.9,Frequent,Robbery
Commercial Street 2794,12.921823,77.662372,2,27,Mixed-use,Moderate,Moderate,Low,0.5,Low,Playground,3.3,Frequent,Assault
BTM Layout 2795,12.962155,77.588048,4,30,Mixed-use,High,Moderate,Medium,4.4,High,Playground,2.1,Rare,Theft
BTM Layout 2796,12.975802,77.5175,5,39,Commercial,Low,Moderate,High,4.0,Moderate,Market,5.3,Occasional,Theft
Koramangala 1st Block 2797,12.888401,77.525802,5,1,Industrial,Low,Poor,Low,3.5,Low,None,2.7,Occasional,Vandalism
HSR Layout 2798,12.990811,77.51174,1,32,Mixed-use,Low,Moderate,Medium,2.5,Low,Park,7.5,Rare,Vandalism
MG Road 2799,12.900376,77.649973,1,24,Residential,Moderate,Moderate,High,2.5,High,Playground,2.5,Occasional,Robbery
Whitefield Main Road 2800,12.951807,77.530114,2,17,Mixed-use,Moderate,Good,Medium,1.2,High,Park,5.6,Occasional,Vandalism
Bannerghatta Road 2801,12.932431,77.598899,4,16,Commercial,Low,Moderate,Medium,1.9,Moderate,Playground,9.3,Rare,Robbery
MG Road 2802,12.999738,77.59338,2,4,Industrial,Low,Good,Low,4.4,Moderate,Market,6.0,Rare,Assault
BTM Layout 2803,12.995272,77.680749,4,48,Residential,Moderate,Poor,Medium,1.5,Moderate,Park,6.1,Rare,Harassment
Brigade Road 2804,12.956659,77.672382,5,16,Residential,Moderate,Moderate,Low,0.8,Low,Playground,4.0,Rare,Vandalism
Jayanagar 4th Block 2805,12.973783,77.620273,4,46,Industrial,High,Good,Low,3.5,Low,None,2.9,Frequent,Harassment
Jayanagar 4th Block 2806,12.883381,77.613642,3,48,Industrial,Low,Good,Low,4.0,High,Park,6.9,Frequent,Harassment
Koramangala 1st Block 2807,12.916762,77.505462,5,17,Residential,Low,Good,High,0.9,High,Market,1.6,Frequent,Harassment
Brigade Road 2808,12.952896,77.650799,5,25,Mixed-use,High,Good,Low,3.5,Moderate,None,9.6,Rare,Harassment
Whitefield Main Road 2809,12.907121,77.530932,3,18,Industrial,High,Moderate,Medium,1.6,High,None,6.5,Rare,Theft
Indiranagar 100 Feet Road 2810,12.970322,77.502784,5,14,Commercial,High,Moderate,Medium,2.9,High,Market,7.6,Frequent,Harassment
Koramangala 1st Block 2811,12.956834,77.662042,1,48,Commercial,Moderate,Poor,Medium,0.6,High,Playground,6.3,Rare,Robbery
